Id,Property type,Property subtype,Bedroom number,Bathroom number,Habitable surface,Room number,Has basement,Has lift,Has garden,Garden surface,Toilet number,Has swimming pool,Has terrace,Terrace surface,Fireplace number,Region,Locality,Post code,Street,Number,Condition,Construction year,Facade number,Floor number,Buildable floor surface,Kitchen type,Land surface,Is furnished,Cadastral income,Price type,Price,Price additional value,Url
9363,HOUSE,HOUSE,4.0,1.0,159.0,,1.0,,1.0,,1.0,,1.0,67.0,,Wallonie,Charleroi,6000,,,,,2.0,,0.0,SEMI_EQUIPPED,140.0,0.0,460.0,residential_sale,149000.0,,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/8883598?searchId=5f6fa0a236101
9364,HOUSE,MIXED_USE_BUILDING,7.0,1.0,,,,,,,,,,,,Wallonie,Bois-de-Villers,5170,Rue Raymond Noel,96,,,3.0,,0.0,,106.0,,785.0,first_session_with_reserve_price,150000.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bois-de-villers/5170/8878652?searchId=5f6fa0a236101
9365,HOUSE,HOUSE,1.0,1.0,,,,0.0,,,1.0,0.0,,,,Flanders,Begijnendijk,3130,,,TO_RENOVATE,,3.0,,0.0,NOT_INSTALLED,184.0,0.0,0.0,residential_sale,165000.0,,https://www.immoweb.be/en/classified/house/for-sale/begijnendijk/3130/8899619?searchId=5f6fa0a236101
9366,HOUSE,HOUSE,3.0,1.0,110.0,,,,,,,,1.0,,,Wallonie,Jumet,6040,,,TO_BE_DONE_UP,,3.0,,0.0,,491.0,,624.0,residential_sale,169000.0,,https://www.immoweb.be/en/classified/house/for-sale/jumet/6040/8715142?searchId=5f6fa0a236101
9367,HOUSE,HOUSE,4.0,,275.0,,1.0,,1.0,,1.0,,1.0,20.0,1.0,Wallonie,Paturages,7340,,,,,4.0,,0.0,INSTALLED,330.0,0.0,587.0,residential_sale,170000.0,,https://www.immoweb.be/en/classified/house/for-sale/paturages/7340/8885900?searchId=5f6fa0a236101
9368,HOUSE,HOUSE,5.0,1.0,165.0,,,,1.0,50.0,2.0,,1.0,25.0,,Wallonie,Monceau-sur-Sambre,6031,,,,,2.0,,0.0,INSTALLED,105.0,0.0,540.0,residential_sale,178000.0,,https://www.immoweb.be/en/classified/house/for-sale/monceau-sur-sambre/6031/8902146?searchId=5f6fa0a236101
9369,HOUSE,APARTMENT_BLOCK,5.0,1.0,165.0,,,,1.0,50.0,2.0,,1.0,25.0,,Wallonie,Monceau-sur-Sambre,6031,,,,,2.0,,0.0,INSTALLED,105.0,0.0,540.0,residential_sale,178000.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/monceau-sur-sambre/6031/8902144?searchId=5f6fa0a236101
9370,HOUSE,HOUSE,3.0,1.0,214.0,,1.0,,1.0,290.0,1.0,,,,,Wallonie,Quievrain,7380,,,,,2.0,,0.0,NOT_INSTALLED,420.0,0.0,820.0,residential_sale,178000.0,,https://www.immoweb.be/en/classified/house/for-sale/quievrain/7380/8922206?searchId=5f6fa0a236101
9371,HOUSE,HOUSE,4.0,1.0,342.0,,,0.0,,,1.0,0.0,1.0,,,Wallonie,Boussu,7300,,,TO_BE_DONE_UP,,3.0,,0.0,NOT_INSTALLED,0.0,0.0,686.0,residential_sale,180000.0,,https://www.immoweb.be/en/classified/house/for-sale/boussu/7300/8709528?searchId=5f6fa0a236101
9372,HOUSE,HOUSE,3.0,,189.0,,,0.0,,,,0.0,,,,Wallonie,Autreppe,7387,,,TO_RENOVATE,,4.0,,0.0,NOT_INSTALLED,1930.0,0.0,250.0,residential_sale,180000.0,,https://www.immoweb.be/en/classified/house/for-sale/autreppe/7387/8788400?searchId=5f6fa0a236101
9373,HOUSE,HOUSE,2.0,1.0,115.0,,1.0,,1.0,450.0,1.0,,1.0,25.0,,Wallonie,Chatelineau,6200,,,,,4.0,,0.0,SEMI_EQUIPPED,750.0,0.0,758.0,residential_sale,188000.0,,https://www.immoweb.be/en/classified/house/for-sale/chatelineau/6200/8806799?searchId=5f6fa0a236101
9374,HOUSE,HOUSE,3.0,,,,,,,,,,,,,Flanders,Asse,1730,Marlier,26,TO_BE_DONE_UP,,3.0,,0.0,,0.0,,1038.0,first_session_with_reserve_price,190000.0,,https://www.immoweb.be/en/classified/house/for-sale/asse/1730/8896217?searchId=5f6fa0a236101
9375,HOUSE,VILLA,4.0,1.0,165.0,,1.0,,1.0,,1.0,,1.0,15.0,1.0,Wallonie,Riezes,6464,,,,,4.0,,0.0,INSTALLED,2106.0,0.0,594.0,residential_sale,219000.0,,https://www.immoweb.be/en/classified/villa/for-sale/riezes/6464/8893422?searchId=5f6fa0a236101
9376,HOUSE,HOUSE,3.0,1.0,,,,1.0,1.0,,,0.0,1.0,,,Flanders,Brugge,8000,Blankenbergse Steenweg,43,,,,,0.0,,132.0,,0.0,residential_sale,,,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/8866847?searchId=5f6fa0a236101
9377,HOUSE,EXCEPTIONAL_PROPERTY,4.0,1.0,,,,0.0,,,,0.0,,,,Flanders,Moorslede,8890,Stationstraat,53,TO_BE_DONE_UP,,,,0.0,,0.0,,0.0,residential_sale,230000.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/moorslede/8890/8921882?searchId=5f6fa0a236101
9378,HOUSE,APARTMENT_BLOCK,9.0,3.0,,,,,,,,,,,,Flanders,Ronse,9600,Blokstraat,,,,,,0.0,,1068.0,,0.0,residential_sale,240000.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/ronse/9600/8733141?searchId=5f6fa0a236101
9379,HOUSE,HOUSE,3.0,1.0,124.0,,,0.0,,,2.0,0.0,,,,Flanders,Lierde,9570,Opstaldries,11,,,,,70.0,,334.0,,0.0,residential_sale,246249.0,,https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/8365706?searchId=5f6fa0a236101
9380,HOUSE,APARTMENT_BLOCK,6.0,3.0,250.0,,1.0,,1.0,300.0,3.0,,1.0,25.0,,Wallonie,Havre,7021,,,,,4.0,,0.0,INSTALLED,650.0,0.0,1071.0,residential_sale,249000.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/havre/7021/8796051?searchId=5f6fa0a236101
9381,HOUSE,HOUSE,3.0,,,,,,,,,,,,,Flanders,Hoeilaart,1560,Waversesteenweg,173,,,4.0,,0.0,,2608.0,,1243.0,first_session_with_reserve_price,250000.0,,https://www.immoweb.be/en/classified/house/for-sale/hoeilaart/1560/8870026?searchId=5f6fa0a236101
9382,HOUSE,APARTMENT_BLOCK,0.0,,300.0,,1.0,,,,,,1.0,,,Wallonie,Mons Cuesmes,7033,,,TO_RENOVATE,,3.0,,0.0,,580.0,0.0,950.0,residential_sale,260000.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/mons-cuesmes/7033/8730814?searchId=5f6fa0a236101
9383,HOUSE,HOUSE,3.0,,163.0,,,,,,,,,,,Flanders,Brugge,8000,Brugse Steenweg,62,,,2.0,,0.0,,0.0,,624.0,residential_sale,265000.0,,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/8801280?searchId=5f6fa0a236101
9384,HOUSE,HOUSE,3.0,1.0,117.0,,,0.0,,,2.0,0.0,,,,Flanders,Lierde,9570,Opstaldries,11,,,,,7.0,,461.0,,0.0,residential_sale,265137.0,,https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/8365705?searchId=5f6fa0a236101
9385,HOUSE,HOUSE,3.0,1.0,240.0,,1.0,,1.0,600.0,4.0,,1.0,20.0,,Wallonie,Courcelles,6180,,,,,4.0,,0.0,SEMI_EQUIPPED,1403.0,0.0,1284.0,residential_sale,268000.0,,https://www.immoweb.be/en/classified/house/for-sale/courcelles/6180/8902148?searchId=5f6fa0a236101
9386,HOUSE,HOUSE,3.0,1.0,,,,0.0,,,,0.0,1.0,,,Flanders,Sijsele,8340,Kerkweg,13,,1960.0,,,0.0,,284.0,,262.0,residential_sale,275000.0,,https://www.immoweb.be/en/classified/house/for-sale/sijsele/8340/8903524?searchId=5f6fa0a236101
9387,HOUSE,VILLA,3.0,,160.0,,,,,,1.0,,,,,Wallonie,Nivelles,1400,,,,,4.0,,0.0,INSTALLED,671.0,0.0,1644.0,residential_sale,285000.0,,https://www.immoweb.be/en/classified/villa/for-sale/nivelles/1400/8712423?searchId=5f6fa0a236101
9388,HOUSE,HOUSE,3.0,1.0,120.0,,,0.0,1.0,,2.0,0.0,,,,Flanders,Sint-Kruis,8310,,,AS_NEW,2019.0,,,0.0,USA_INSTALLED,157.0,0.0,0.0,residential_sale,285000.0,,https://www.immoweb.be/en/classified/house/for-sale/sint-kruis/8310/8459349?searchId=5f6fa0a236101
9389,HOUSE,HOUSE,3.0,1.0,144.0,,,0.0,1.0,150.0,2.0,0.0,,,,Flanders,Eernegem,8480,Akkerbeekstraat,"16,",AS_NEW,2020.0,3.0,,289.0,INSTALLED,0.0,0.0,0.0,residential_sale,291000.0,,https://www.immoweb.be/en/classified/house/for-sale/eernegem/8480/8578662?searchId=5f6fa0a236101
9390,HOUSE,VILLA,4.0,2.0,185.0,,,,,,,1.0,1.0,,,Wallonie,Ham-sur-Heure-Nalinnes,6120,,,GOOD,1970.0,4.0,,0.0,,0.0,,1266.0,residential_sale,298500.0,,https://www.immoweb.be/en/classified/villa/for-sale/ham-sur-heure-nalinnes/6120/8846891?searchId=5f6fa0a049ef9
9391,HOUSE,HOUSE,3.0,1.0,162.0,,,0.0,,,,0.0,,,,Flanders,Brakel,9660,Klaaie,16,,,,,0.0,,404.0,,0.0,residential_sale,330000.0,,https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/8496633?searchId=5f6fa0a049ef9
9392,HOUSE,APARTMENT_BLOCK,15.0,5.0,500.0,,1.0,,,,,,,,,Wallonie,Gilly,6060,,,TO_RENOVATE,,4.0,,0.0,,875.0,,2411.0,residential_sale,335000.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/gilly/6060/8452991?searchId=5f6fa0a049ef9
9393,HOUSE,HOUSE,4.0,1.0,,,,0.0,,,2.0,0.0,,,,Flanders,Lichtervelde,8810,Stegelstraat,51/LOT 3,AS_NEW,2019.0,,,0.0,,567.0,,0.0,residential_sale,340000.0,,https://www.immoweb.be/en/classified/house/for-sale/lichtervelde/8810/7648832?searchId=5f6fa0a049ef9
9394,HOUSE,HOUSE,3.0,,,,,0.0,1.0,,,0.0,,,,Flanders,Adinkerke,8660,,,GOOD,2006.0,3.0,,0.0,INSTALLED,570.0,0.0,0.0,residential_sale,345000.0,,https://www.immoweb.be/en/classified/house/for-sale/adinkerke/8660/8838778?searchId=5f6fa0a049ef9
9395,HOUSE,COUNTRY_COTTAGE,8.0,5.0,374.0,,,0.0,1.0,417.0,6.0,0.0,1.0,40.0,,Wallonie,Quevy,7040,,,AS_NEW,,4.0,,0.0,INSTALLED,0.0,1.0,0.0,residential_sale,350000.0,,https://www.immoweb.be/en/classified/country-cottage/for-sale/quevy/7040/8603610?searchId=5f6fa0a049ef9
9396,HOUSE,HOUSE,3.0,1.0,149.0,,,0.0,1.0,,,0.0,1.0,,,Flanders,Zwalm,9630,Rozebekeplein,5,,,,,75.0,,149.0,,0.0,residential_sale,365000.0,,https://www.immoweb.be/en/classified/house/for-sale/zwalm/9630/8549665?searchId=5f6fa0a049ef9
9397,HOUSE,HOUSE,3.0,,150.0,,,,1.0,120.0,,,1.0,24.0,,Flanders,Herzele,9550,steenhuizestraat,2B,,,2.0,,,INSTALLED,300.0,,,residential_sale,372000.0,,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/8795889?searchId=5f6fa0a049ef9
9398,HOUSE,VILLA,4.0,1.0,250.0,,,0.0,,,2.0,1.0,1.0,,,Wallonie,Dour,7370,,,AS_NEW,,4.0,,0.0,INSTALLED,0.0,0.0,1375.0,residential_sale,375000.0,,https://www.immoweb.be/en/classified/villa/for-sale/dour/7370/8717702?searchId=5f6fa0a049ef9
9399,HOUSE,HOUSE,4.0,,213.0,,,,,,,,,,,Flanders,Herne,1540,Edingsesteenweg,,,2021.0,4.0,,0.0,,1083.0,,0.0,residential_sale,378000.0,,https://www.immoweb.be/en/classified/house/for-sale/herne/1540/8839264?searchId=5f6fa0a049ef9
9400,HOUSE,HOUSE,3.0,1.0,130.0,,,0.0,,,1.0,0.0,,,,Wallonie,Lasne-Chapelle-Saint-Lambert,1380,,,,,3.0,,0.0,INSTALLED,960.0,0.0,586.0,residential_sale,395000.0,,https://www.immoweb.be/en/classified/house/for-sale/lasne-chapelle-saint-lambert/1380/8740206?searchId=5f6fa0a049ef9
9401,HOUSE,HOUSE,4.0,1.0,223.0,,,,,,2.0,1.0,1.0,,,Wallonie,Faimes,4317,,,,1999.0,4.0,,0.0,USA_INSTALLED,0.0,,0.0,residential_sale,395000.0,,https://www.immoweb.be/en/classified/house/for-sale/faimes/4317/8777768?searchId=5f6fa0a049ef9
9402,HOUSE,HOUSE,3.0,1.0,148.0,,,,1.0,93.0,,0.0,1.0,20.0,,Flanders,Gent,9000,Ebergiste de Deynestraat,,AS_NEW,,2.0,,0.0,INSTALLED,0.0,0.0,0.0,residential_sale,409000.0,,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/8915420?searchId=5f6fa0a049ef9
9403,HOUSE,VILLA,4.0,1.0,249.0,,1.0,,1.0,,2.0,1.0,1.0,40.0,,Wallonie,Genappe,1470,,,,,4.0,,0.0,INSTALLED,2653.0,0.0,1637.0,residential_sale,460000.0,,https://www.immoweb.be/en/classified/villa/for-sale/genappe/1470/8738123?searchId=5f6fa0a049ef9
9404,HOUSE,COUNTRY_COTTAGE,2.0,2.0,186.0,,1.0,,,,,,1.0,,,Wallonie,Chaumont-Gistoux,1325,,,TO_RENOVATE,,3.0,,0.0,,2500.0,0.0,0.0,residential_sale,469000.0,,https://www.immoweb.be/en/classified/country-cottage/for-sale/chaumont-gistoux/1325/8822550?searchId=5f6fa0a049ef9
9405,HOUSE,HOUSE,5.0,1.0,,,,0.0,,,2.0,0.0,,,,Flanders,Houthulst,8650,,,,1957.0,3.0,,600.0,,1275.0,0.0,1814.0,residential_sale,475000.0,,https://www.immoweb.be/en/classified/house/for-sale/houthulst/8650/8875995?searchId=5f6fa0a049ef9
9406,HOUSE,COUNTRY_COTTAGE,4.0,1.0,,,,0.0,1.0,,1.0,0.0,,,1.0,Flanders,Putte,2580,,,TO_BE_DONE_UP,,4.0,,0.0,INSTALLED,3571.0,0.0,0.0,residential_sale,489000.0,,https://www.immoweb.be/en/classified/country-cottage/for-sale/putte/2580/8392052?searchId=5f6fa0a049ef9
9407,HOUSE,HOUSE,5.0,1.0,,,,0.0,1.0,520.0,1.0,0.0,,,,Flanders,Houthulst,8650,,,,2010.0,4.0,,160.0,,831.0,0.0,1186.0,residential_sale,515000.0,,https://www.immoweb.be/en/classified/house/for-sale/houthulst/8650/8909182?searchId=5f6fa0a049ef9
9408,HOUSE,COUNTRY_COTTAGE,2.0,1.0,,,,,,,,,,,,Flanders,Knokke-Heist,8300,Roden-Ossestraat,2,,,4.0,,0.0,INSTALLED,1446.0,,0.0,residential_sale,560000.0,,https://www.immoweb.be/en/classified/country-cottage/for-sale/knokke-heist/8300/8699021?searchId=5f6fa0a049ef9
9409,HOUSE,COUNTRY_COTTAGE,2.0,1.0,,,,,,,,,,,,Flanders,Damme,8340,Roden-Ossestraat,2,,,4.0,,0.0,INSTALLED,1446.0,,0.0,residential_sale,560000.0,,https://www.immoweb.be/en/classified/country-cottage/for-sale/damme/8340/8699020?searchId=5f6fa0a049ef9
9410,HOUSE,COUNTRY_COTTAGE,4.0,3.0,294.0,,,,,,,,1.0,,,Wallonie,Chaumont-Gistoux,1325,,,TO_RENOVATE,,4.0,,0.0,,3700.0,0.0,0.0,residential_sale,599000.0,,https://www.immoweb.be/en/classified/country-cottage/for-sale/chaumont-gistoux/1325/8822549?searchId=5f6fa0a049ef9
9411,HOUSE,HOUSE,3.0,,,,,0.0,,,,0.0,,,,Flanders,Brugge,8000,Groeninge,35,,,,,0.0,,0.0,,880.0,residential_sale,645000.0,,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/8175515?searchId=5f6fa0a049ef9
9412,HOUSE,APARTMENT_BLOCK,5.0,2.0,545.0,,,,1.0,380.0,4.0,,,,,Flanders,Linkebeek,1630,,,,1935.0,3.0,,0.0,INSTALLED,797.0,0.0,0.0,residential_sale,725000.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/linkebeek/1630/8804967?searchId=5f6fa0a049ef9
9413,HOUSE,HOUSE,5.0,2.0,545.0,,,,1.0,380.0,4.0,,,,,Flanders,Linkebeek,1630,,,,1935.0,3.0,,0.0,INSTALLED,797.0,0.0,0.0,residential_sale,725000.0,,https://www.immoweb.be/en/classified/house/for-sale/linkebeek/1630/8801182?searchId=5f6fa0a049ef9
9414,HOUSE,APARTMENT_BLOCK,0.0,,600.0,,,,,,,,,,,Brussels,Anderlecht,1070,,,,,,,0.0,NOT_INSTALLED,0.0,,0.0,residential_sale,795000.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/8798880?searchId=5f6fa0a049ef9
9415,HOUSE,VILLA,4.0,2.0,239.0,,,,,,,,1.0,,,Flanders,Knokke,8300,,,GOOD,,4.0,,0.0,,1007.0,,1366.0,residential_sale,1035000.0,,https://www.immoweb.be/en/classified/villa/for-sale/knokke/8300/8736299?searchId=5f6fa0a049ef9
9416,HOUSE,MIXED_USE_BUILDING,3.0,1.0,,,,0.0,1.0,,3.0,1.0,,,1.0,Wallonie,Comines,7780,,,,,4.0,,0.0,INSTALLED,3253.0,0.0,0.0,residential_sale,1290000.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/comines/7780/8158168?searchId=5f6fa0a049ef9
9417,HOUSE,EXCEPTIONAL_PROPERTY,5.0,4.0,450.0,6.0,1.0,0.0,1.0,150.0,,,1.0,18.0,,Brussels,Ixelles,1050,,,AS_NEW,,2.0,,550.0,HYPER_EQUIPPED,0.0,0.0,0.0,residential_sale,1350000.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/ixelles/1050/8554598?searchId=5f6fa0a049ef9
9418,HOUSE,VILLA,5.0,5.0,278.0,6.0,,0.0,1.0,,3.0,0.0,,,,Flanders,Knokke,8300,,,AS_NEW,2015.0,,,0.0,,661.0,0.0,0.0,residential_sale,1565000.0,,https://www.immoweb.be/en/classified/villa/for-sale/knokke/8300/7496671?searchId=5f6fa0a049ef9
9419,HOUSE,HOUSE,5.0,,500.0,6.0,,0.0,,,,0.0,,,,Wallonie,Pecq,7740,Rue du Chateau,61,,,,,650.0,,0.0,,0.0,residential_sale,1750000.0,,https://www.immoweb.be/en/classified/house/for-sale/pecq/7740/7533180?searchId=5f6fa0a049ef9
9420,HOUSE,VILLA,4.0,2.0,658.0,,1.0,,1.0,,6.0,1.0,1.0,75.0,,Wallonie,Nalinnes,6120,,,,,4.0,,0.0,INSTALLED,4942.0,0.0,3135.0,residential_sale,1950000.0,,https://www.immoweb.be/en/classified/villa/for-sale/nalinnes/6120/8868333?searchId=5f6fa0a8f121f
9421,HOUSE,HOUSE,3.0,1.0,,,,,,,,,,,,Flanders,Lauw,3700,Klerebroek,17,TO_RENOVATE,1965.0,4.0,,0.0,,701.0,,651.0,first_session_with_reserve_price,75000.0,,https://www.immoweb.be/en/classified/house/for-sale/lauw/3700/8889334?searchId=5f6fa0a8f121f
9422,HOUSE,HOUSE,3.0,,,,1.0,,,,,,,,,Wallonie,Loyers,5101,Rue de Limoy,2,TO_RENOVATE,,4.0,,0.0,,170.0,,327.0,first_session_with_reserve_price,75000.0,,https://www.immoweb.be/en/classified/house/for-sale/loyers/5101/8930492?searchId=5f6fa0a8f121f
9423,HOUSE,HOUSE,3.0,1.0,,,,,,,2.0,,,,,Wallonie,Bellefontaine,6730,Rue Jean-Charles de Hugo,89,TO_RENOVATE,,2.0,,0.0,,327.0,,500.0,first_session_with_reserve_price,75000.0,,https://www.immoweb.be/en/classified/house/for-sale/bellefontaine/6730/8898249?searchId=5f6fa0a8f121f
9424,HOUSE,HOUSE,3.0,1.0,,,1.0,,,,1.0,,,,,Wallonie,Harchies,7321,Rue de Stambruges,13,TO_RENOVATE,,2.0,,0.0,,810.0,,347.0,first_session_with_reserve_price,90000.0,,https://www.immoweb.be/en/classified/house/for-sale/harchies/7321/8927852?searchId=5f6fa0a8f121f
9425,HOUSE,HOUSE,3.0,,100.0,,1.0,,,,,,,,,Wallonie,Braine-l'Alleud,1420,Chaussée d'Alsemberg,365,TO_RESTORE,,2.0,,0.0,,744.0,,651.0,first_session_with_reserve_price,99000.0,,https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/8924771?searchId=5f6fa0a8f121f
9426,HOUSE,HOUSE,3.0,,124.0,,1.0,,,,,,,,,Flanders,Lembeek,1502,Bergensesteenweg,744,,1875.0,3.0,,0.0,,275.0,,453.0,first_session_with_reserve_price,104000.0,,https://www.immoweb.be/en/classified/house/for-sale/lembeek/1502/8936585?searchId=5f6fa0a8f121f
9427,HOUSE,HOUSE,3.0,,120.0,,1.0,,1.0,,,,1.0,,,Flanders,Tisselt,2830,Overloopstraat,46,,1955.0,3.0,,0.0,,372.0,,388.0,first_session_with_reserve_price,124000.0,,https://www.immoweb.be/en/classified/house/for-sale/tisselt/2830/8879617?searchId=5f6fa0a8f121f
9428,HOUSE,HOUSE,3.0,3.0,135.0,,1.0,0.0,1.0,15.0,,0.0,,,,Wallonie,Liège Bressoux,4020,Rue Belle-vue,15,,,2.0,,64.0,,64.0,0.0,525.0,residential_sale,149900.0,,https://www.immoweb.be/en/classified/house/for-sale/liege-bressoux/4020/8824214?searchId=5f6fa0a8f121f
9429,HOUSE,VILLA,4.0,1.0,,,1.0,,,,2.0,,,,,Wallonie,Mons,7000,Taille Cuvelier,13,GOOD,,4.0,,0.0,,777.0,,1021.0,first_session_with_reserve_price,150000.0,,https://www.immoweb.be/en/classified/villa/for-sale/mons/7000/8934118?searchId=5f6fa0a8f121f
9430,HOUSE,HOUSE,0.0,,,8.0,,0.0,,,,0.0,,,,Wallonie,Haine-Saint-Paul,7100,,,TO_RENOVATE,,2.0,,0.0,,0.0,0.0,0.0,residential_sale,150000.0,,https://www.immoweb.be/en/classified/house/for-sale/haine-saint-paul/7100/8847829?searchId=5f6fa0a8f121f
9431,HOUSE,MIXED_USE_BUILDING,4.0,1.0,,,,,,,3.0,,1.0,,,Wallonie,Quaregnon,7390,,,GOOD,,2.0,,0.0,INSTALLED,360.0,,723.0,residential_sale,155000.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/quaregnon/7390/8956266?searchId=5f6fa0a8f121f
9432,HOUSE,HOUSE,4.0,2.0,190.0,,,0.0,1.0,432.0,2.0,0.0,,,,Wallonie,Auvelais,5060,Rue de la Vacherie,168,,2020.0,2.0,,224.0,,432.0,0.0,0.0,residential_sale,165000.0,,https://www.immoweb.be/en/classified/house/for-sale/auvelais/5060/8949826?searchId=5f6fa0a8f121f
9433,HOUSE,HOUSE,5.0,1.0,201.0,,,,,,,,,,,Flanders,Heusden-Zolder,3550,Hoekstraat,41,,1955.0,4.0,,0.0,,1650.0,,810.0,first_session_with_reserve_price,180000.0,,https://www.immoweb.be/en/classified/house/for-sale/heusden-zolder/3550/8848640?searchId=5f6fa0a8f121f
9434,HOUSE,HOUSE,3.0,,112.0,,,,,,,,,,,Wallonie,Stembert,4801,Rue de Jalhay,140,TO_BE_DONE_UP,,3.0,,0.0,,222.0,,681.0,residential_sale,185000.0,,https://www.immoweb.be/en/classified/house/for-sale/stembert/4801/8927844?searchId=5f6fa0a8f121f
9435,HOUSE,HOUSE,1.0,,232.0,,,0.0,1.0,,,0.0,,,,Flanders,Houthulst,8650,Jonkershovestraat,51,TO_RENOVATE,,,,322.0,,770.0,,0.0,residential_sale,195000.0,,https://www.immoweb.be/en/classified/house/for-sale/houthulst/8650/8954337?searchId=5f6fa0a8f121f
9436,HOUSE,HOUSE,3.0,1.0,140.0,,,,1.0,10.0,1.0,,,,,Flanders,Turnhout,2300,Prinsenstraat,55,,,2.0,,0.0,,95.0,0.0,582.0,residential_sale,197500.0,,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/8834774?searchId=5f6fa0a8f121f
9437,HOUSE,HOUSE,2.0,1.0,150.0,,,0.0,,,2.0,0.0,,,,Flanders,Menen,8930,Bruggestraat,558/Bus 01,AS_NEW,1971.0,,,0.0,INSTALLED,0.0,0.0,0.0,residential_sale,208000.0,,https://www.immoweb.be/en/classified/house/for-sale/menen/8930/8944594?searchId=5f6fa0a8f121f
9438,HOUSE,HOUSE,4.0,1.0,180.0,,1.0,0.0,1.0,235.0,,0.0,,,,Wallonie,Mouscron,7700,,,GOOD,,2.0,,0.0,INSTALLED,335.0,0.0,707.0,residential_sale,209000.0,,https://www.immoweb.be/en/classified/house/for-sale/mouscron/7700/8939252?searchId=5f6fa0a8f121f
9439,HOUSE,HOUSE,5.0,5.0,,,1.0,,,,5.0,,1.0,,,Wallonie,Arlon,6700,Rue des Déportés,63,TO_RENOVATE,,2.0,,0.0,,110.0,,1244.0,first_session_with_reserve_price,210000.0,,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/8924312?searchId=5f6fa0a8f121f
9440,HOUSE,HOUSE,2.0,1.0,185.0,,1.0,0.0,,,1.0,0.0,,,,Flanders,Lebbeke,9280,Kouterbaan,29,TO_BE_DONE_UP,,,,0.0,,376.0,,537.0,residential_sale,229000.0,,https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/8890271?searchId=5f6fa0a8f121f
9441,HOUSE,HOUSE,4.0,1.0,180.0,,,0.0,1.0,,,0.0,,,,Flanders,Zonnebeke,8980,Grote Molenstraat,9,TO_RENOVATE,,,,0.0,,475.0,,0.0,residential_sale,230000.0,,https://www.immoweb.be/en/classified/house/for-sale/zonnebeke/8980/8859916?searchId=5f6fa0a8f121f
9442,HOUSE,HOUSE,2.0,1.0,,,,0.0,,,1.0,0.0,,,,Flanders,Ruddervoorde,8020,Hofstraat,14,TO_BE_DONE_UP,,2.0,,0.0,SEMI_EQUIPPED,391.0,0.0,0.0,residential_sale,235000.0,,https://www.immoweb.be/en/classified/house/for-sale/ruddervoorde/8020/8901390?searchId=5f6fa0a8f121f
9443,HOUSE,HOUSE,3.0,1.0,130.0,,,,,,,,1.0,18.0,,Flanders,Niel,2845,Emile Vanderveldelaan,26,,2007.0,2.0,,0.0,USA_INSTALLED,135.0,,0.0,residential_sale,245000.0,,https://www.immoweb.be/en/classified/house/for-sale/niel/2845/8880356?searchId=5f6fa0a8f121f
9444,HOUSE,HOUSE,3.0,1.0,330.0,,,0.0,,,1.0,0.0,,,1.0,Flanders,Izegem,8870,Roeselaarsestraat,,TO_BE_DONE_UP,,3.0,,0.0,SEMI_EQUIPPED,787.0,0.0,0.0,residential_sale,250000.0,,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/8944389?searchId=5f6fa0a8f121f
9445,HOUSE,HOUSE,2.0,1.0,218.0,,,,,,2.0,,,,,Flanders,Lebbeke,9280,Koning Albert I-straat,29,,1948.0,2.0,,0.0,,0.0,0.0,881.0,residential_sale,275000.0,,https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/8927989?searchId=5f6fa0a8f121f
9446,HOUSE,HOUSE,3.0,1.0,140.0,,,0.0,,,2.0,0.0,,,,Flanders,Aartrijke,8211,Aartrijksestraat,82,AS_NEW,2021.0,2.0,,0.0,,250.0,0.0,0.0,residential_sale,277500.0,,https://www.immoweb.be/en/classified/house/for-sale/aartrijke/8211/8903202?searchId=5f6fa0a8f121f
